,quote,probability,logprobs
73,Where is my present @adinross,-87.501918661,"[None, -8.736711, -5.371924, -1.8163619, -10.783155, -0.3785232, -0.001345061, -3.350567, -7.5511665, -3.4372785, -3.3914995, -7.757111, -11.252525, -14.541605, -9.132146]"
74,"TATE’S CHRISTMAS MESSAGE

Watch now:
https://t.co/BnJONDfsil https://t.co/tuY0K4TAJP",-193.09696488839992,"[None, -8.736971, -5.370095, -1.8186791, -10.781066, -0.37858453, -0.0013441055, -3.3538952, -8.130889, -11.31243, -4.682149, -0.026834216, -0.42603958, -9.281936, -0.77737606, -4.450547, -1.7334616, -0.0013632642, -0.012374746, -1.8430153, -0.009799737, -8.014499, -5.5049334, -1.0552784, -1.5673829, -13.37969, -0.00401165, -3.4449625, -0.4433442, -0.060045894, -0.0012563727, -4.557269, -3.944588, -3.9649096, -12.518792, -8.316218, -8.33878, -3.4943125, -0.0019233399, -0.028371666, -0.0009300986, -0.0033245704, -0.0012075581, -8.9081, -3.8243985, -4.1358843, -4.1903734, -4.032144, -8.307088, -7.9240956]"
75,"Merry Christmas to all the wageys and brokies.

Remember... you have work tomorrow.",-125.2739478739,"[None, -8.736685, -5.371113, -1.8177062, -10.782006, -0.37853616, -0.0013474489, -3.353398, -13.390738, -0.34019658, -2.0232518, -1.4608915, -2.7016835, -12.440087, -12.761515, -2.2877622, -8.861668, -3.4923928, -1.7117493, -0.87395424, -0.010839245, -7.423946, -6.626593, -4.629804, -3.4044971, -8.416526, -1.2702024, -0.7048584]"
76,"Death smiles at us all. 

All a man can do is smile back.",-62.917682633500014,"[None, -8.736971, -5.370095, -1.8186791, -10.781066, -0.37858453, -0.0013441055, -3.3538952, -9.816631, -6.692345, -0.14775302, -0.15670963, -0.01667682, -1.2429674, -5.556482, -1.0116615, -2.8614953, -3.9682055, -0.5063784, -0.1594278, -0.010421472, -0.012279823, -0.014128758, -0.086414136, -0.011470069, -0.20560007]"
77,"Brother &lt;3 

https://t.co/8EUCQbL4Y0",-122.70690000439997,"[None, -8.736711, -5.371924, -1.8163619, -10.783155, -0.3785232, -0.001345061, -3.350567, -11.343948, -8.872245, -7.126351, -0.017932167, -5.669039, -5.137126, -0.93193215, -2.4986732, -7.7984266, -0.014351731, -1.7936001, -0.030432401, -0.0034968187, -0.0008295757, -4.275197, -4.567696, -7.919063, -3.9715004, -4.339434, -4.1704683, -3.9448724, -4.0954347, -3.7462633]"
78,Welcome to life outside of the matrix. Join: https://t.co/P0AAPfO8k2,-124.8654548945,"[None, -8.737155, -5.369825, -1.8186513, -10.785541, -0.3792762, -0.0013489996, -3.349649, -11.531219, -0.5469566, -5.8286133, -6.763026, -1.3857522, -1.383393, -4.381416, -0.7133711, -7.87392, -7.690965, -3.7525706, -0.029371733, -0.67137825, -0.0022811834, -0.8212227, -0.0026267285, -4.894838, -3.8857422, -4.4730496, -6.569958, -4.5129733, -4.5410275, -3.772549, -4.5673704, -3.828417]"
79,MPBUH https://t.co/LQDR8SbOn1,-105.53275010150003,"[None, -8.736711, -5.371924, -1.8163619, -10.783155, -0.3785232, -0.001345061, -3.350567, -13.617096, -10.692197, -0.8827627, -8.20589, -0.17626491, -0.12825419, -0.001364459, -0.0054642363, -0.0008587452, -4.501512, -3.7331977, -8.270645, -4.143073, -4.659398, -3.829391, -8.091884, -4.15491]"
80,"Christmas sees a lot of erratic and irresponsible driving. 

Everybody please be extra careful on the roads. 

As you know lots of men drink too much alcohol and are forced to let their wives drive.",-174.82809552690003,"[None, -8.736992, -5.3711686, -1.8200018, -10.785351, -0.3790765, -0.0013474489, -3.3508399, -13.312405, -10.180771, -2.6127667, -2.4472218, -0.05558922, -12.927376, -3.1925883, -4.43734, -1.6604283, -0.71817905, -4.5345497, -0.6535159, -2.5192392, -10.370055, -6.556621, -1.7608633, -3.3859603, -0.3025563, -1.1004317, -0.18833499, -0.49468064, -1.619416, -1.2614249, -0.12447572, -0.31699648, -5.1206036, -2.600274, -1.7444649, -8.542135, -0.022474458, -7.2148633, -3.0852723, -1.871925, -0.00858797, -1.8449737, -1.6149732, -3.9652545, -7.7836275, -0.13754036, -8.590872, -0.81995004, -0.8058042, -0.35275155, -1.5231842]"
81,"What if your family is not supporting your goals

Watch the full EM episode here:
https://t.co/nc4IRrQU4P https://t.co/O0eUFNGtfX",-213.23787552962,"[None, -8.736971, -5.370095, -1.8186791, -10.781066, -0.37858453, -0.0013441055, -3.3538952, -6.0468903, -4.4186954, -4.047209, -4.526269, -2.009611, -2.4808335, -5.891817, -1.4993504, -3.9564338, -6.6134377, -0.02287705, -8.27635, -1.8065196, -3.069232, -13.25431, -6.046606, -1.2138996, -0.6720684, -0.9899954, -13.4614935, -0.0010627309, -6.1230016, -0.26579723, -0.38244972, -0.0007710564, -8.381438, -4.111108, -8.238433, -4.427788, -8.3343725, -4.1279445, -3.8935413, -2.494437, -0.0009809266, -0.00984542, -0.0004253241, -0.0004941948, -0.00023214132, -4.791891, -3.6711457, -4.4059973, -8.408335, -8.174784, -8.505409, -3.7416573]"
82,G,-39.429711161,"[None, -8.736711, -5.371924, -1.8163619, -10.783155, -0.3785232, -0.001345061, -3.350567, -8.991124]"
83,I rejected the offers @loganpaul took. They offered me hundreds of millions and I said no. https://t.co/nAx9KP9uhr,-159.88659657889994,"[None, -8.736971, -5.370095, -1.8186791, -10.781066, -0.37858453, -0.0013441055, -3.3538952, -4.6542435, -10.881566, -1.547733, -7.122391, -12.059472, -10.242999, -2.0772119, -1.5680544, -0.0042098155, -7.3350987, -2.0296125, -4.683902, -3.394342, -0.56520504, -6.227417, -0.08711882, -3.0657442, -3.4636397, -0.7140087, -1.3912591, -0.26844454, -0.36856848, -3.8299694, -0.0074309553, -0.039200813, -0.0032123849, -0.0029600738, -0.0015819209, -4.4422426, -8.47651, -4.118264, -4.337905, -4.3477917, -3.7082644, -8.346994, -4.031393]"
84,I don’t understand how any self-respecting man can expect anything less than the absolute best of everything,-86.2222675788,"[None, -8.736711, -5.371924, -1.8163619, -10.783155, -0.3785232, -0.001345061, -3.350567, -4.631719, -2.9227977, -0.947555, -0.0036302148, -0.001698462, -3.662758, -4.160908, -5.8833666, -4.7076445, -0.108582005, -0.07430877, -0.002942736, -2.5764642, -1.079453, -5.8721757, -4.730318, -2.4833448, -0.670746, -2.3431776, -3.667698, -0.47374943, -3.4174178, -1.3612249]"
85,"What did I tell you all about Logan Paul months ago?

I said hes an agent of the Matrix who will say anything he is told, and scam his own fans for personal gain.

If you listen to Tate, your life gets better.

if you listen to Logan, HIS LIFE gets better and yours gets worse.",-238.26157337911997,"[None, -8.73685, -5.370295, -1.8187338, -10.783203, -0.37919867, -0.0013485218, -3.341779, -6.0619264, -4.6503515, -3.1379325, -4.109661, -0.07035627, -5.271061, -3.0032113, -12.591223, -3.0664403, -7.3824077, -0.0646933, -0.31238014, -2.255028, -0.0025493389, -2.4438543, -2.536073, -9.297863, -2.7786791, -5.106863, -1.05665, -0.97311, -6.0361576, -3.4804304, -2.9167566, -4.566752, -2.5619793, -3.9714055, -1.5236366, -0.40303528, -4.1985536, -1.4565221, -10.419786, -2.1264932, -2.5192215, -1.4305723, -2.2855318, -5.808225, -0.46768942, -0.33456397, -0.58167183, -0.00047517402, -4.3267994, -0.6786223, -4.6558566, -0.21944374, -14.570945, -1.4491065, -7.152208, -3.4095566, -4.5871844, -0.7668097, -0.43676072, -0.7584146, -0.0002708907, -6.847493, -0.063348636, -0.38235378, -0.0051789437, -0.66788316, -1.3531525, -13.248079, -3.0025861, -0.21234006, -0.02181693, -3.6110556, -1.5359627, -0.32715172, -0.098299414, -0.17971207]"
86,"Make a plan.

REFUSE to ever quit.

Otherwise your name will be erased from the flow of history.

History never remembers quitters.

What will you make your name mean?",-152.96784942158,"[None, -8.737224, -5.371414, -1.818973, -10.782298, -0.37829608, -0.0013427942, -3.3532608, -8.068084, -2.1773334, -2.2844217, -3.0676534, -2.11448, -0.030006917, -13.040408, -3.3014996, -2.8780813, -7.163208, -3.412189, -0.69973326, -0.31763786, -0.00032550612, -9.108392, -4.071833, -6.3400536, -0.47580284, -0.6083803, -5.250144, -0.46474248, -0.36030427, -10.308754, -0.21593855, -0.9787676, -0.31158435, -0.19267514, -0.00025968134, -6.188528, -4.0947375, -1.6284568, -2.5614707, -0.0017844995, -0.21654072, -0.17484167, -0.00024990342, -5.018441, -3.1374254, -1.4311482, -4.319844, -1.9194657, -1.6855689, -2.5615616, -0.3422824]"
87,"My team has been tested. 

We survived assassination. 

I know my friends will die beside me. 

Enemies tried when we were at the bottom. 

And that’s why I made sure we all went to the top. 

Together.",-198.07740188239998,"[None, -8.737089, -5.3703055, -1.8179641, -10.783048, -0.37932515, -0.0013458955, -3.34895, -7.7606993, -7.197399, -2.6316319, -2.3783097, -7.8978744, -2.8835688, -6.2444835, -0.75362635, -3.20232, -3.7681267, -6.092145, -11.379064, -1.916006, -0.8965708, -0.034441072, -0.06715964, -3.2706416, -4.136417, -3.3757796, -4.848904, -3.3160071, -3.8210933, -5.250292, -0.016738035, -0.34019664, -0.47056338, -0.023793377, -0.033115618, -7.691754, -0.41512054, -6.4529996, -10.922056, -1.1707894, -0.59980077, -3.0744061, -2.464569, -2.1186683, -0.46346697, -0.22850505, -0.0149604445, -0.013461761, -3.6204224, -3.9334779, -1.7969568, -0.0031626963, -0.0013054331, -1.1265814, -1.2064646, -5.4523063, -3.1007822, -1.4926252, -4.7090645, -3.3730066, -0.6038839, -0.12926646, -0.05498519, -0.3640243, -0.4303204, -0.04230811, -0.06885185, -6.0934067, -0.39864555]"
88,"You’ll only change when you are genuinely uncomfortable

Watch the full EM episode here:
https://t.co/nc4IRs8vtp https://t.co/wQtdpj1dUT",-217.69894334027003,"[None, -8.736971, -5.370095, -1.8186791, -10.781066, -0.37858453, -0.0013441055, -3.3538952, -5.532899, -3.9733186, -0.003254304, -1.8451099, -4.0937963, -6.0104704, -1.8372086, -0.46150997, -3.024803, -7.41983, -5.53198, -4.777636, -0.0051434143, -7.9956474, -1.5931162, -2.2655354, -13.175162, -6.883484, -1.1446261, -0.8103775, -0.9473423, -15.924039, -0.0014040928, -5.9197035, -0.19127738, -0.27822226, -0.0006499133, -8.424141, -4.119662, -8.237119, -4.412651, -3.8517292, -4.191343, -8.09576, -2.85502, -0.0014939873, -0.025761995, -0.0006882656, -0.0034901798, -0.00027554267, -4.4118934, -3.8725667, -8.303608, -4.3360825, -3.9507878, -4.188947, -4.3768783, -7.950863]"
89,"Great to meet @real_lord_miles

Encompassing the true British spirit of adventure, returning home with stories to tell. 

Very interesting to hear the Taliban are fans of mine. 

Top G! Top G! https://t.co/cJt8iRV9my",-276.40275879337,"[None, -8.737021, -5.3712583, -1.8158892, -10.782503, -0.37947646, -0.0013481642, -3.3538554, -8.72434, -6.004677, -3.897028, -7.437437, -6.4685016, -3.8638005, -8.142545, -1.3537232, -4.205688, -4.409074, -4.762113, -0.027963238, -8.387865, -6.505484, -0.792275, -1.6781437, -5.4691234, -7.767763, -1.2770216, -1.4973365, -3.7523108, -0.85091245, -11.402211, -2.0533705, -1.5885642, -3.4302907, -1.1359881, -0.24798411, -1.731816, -6.4284754, -2.7547255, -0.32082745, -6.52329, -3.0009816, -2.0949152, -1.2836934, -2.8120747, -12.400123, -2.2505314, -7.888688, -0.1324432, -4.763156, -0.9031377, -1.6860908, -0.05266697, -0.06599237, -8.315995, -8.755018, -3.6870484, -5.7114644, -0.48576003, -0.12602386, -3.4623938, -0.0056662867, -0.096701846, -0.0014331617, -0.00016566887, -0.0013288279, -4.4845724, -3.895996, -4.280498, -3.9880662, -4.3705945, -3.9723449, -4.2468967, -3.893846, -7.95243]"
90,"TATE GETS ABANDONED BY TRISTAN AND LUC

Tate Confidential Ep. 168

OUT NOW:
https://t.co/gWayyIAJrJ https://t.co/L4QHAHMVQs",-258.91687020717995,"[None, -8.736971, -5.370095, -1.8186791, -10.781066, -0.37858453, -0.0013441055, -3.3538952, -8.130889, -11.31243, -8.853144, -0.7864501, -8.089147, -2.9556386, -0.023230758, -0.07626305, -1.6209741, -6.0939875, -3.8077407, -0.12273022, -1.92585, -4.2142963, -4.269921, -7.692483, -0.026448324, -2.7878175, -0.7766429, -9.842681, -6.594273, -8.214995, -1.2658497, -9.569117, -2.029017, -0.0011971729, -10.069476, -2.1229448, -2.18944, -1.9643303, -13.065998, -0.0024813374, -1.7937067, -0.8607639, -0.04547077, -0.00046694485, -4.411402, -12.19351, -4.344132, -8.294291, -8.252377, -3.7343993, -2.846353, -0.00046074227, -0.011949147, -0.00056963606, -0.0005375511, -0.0002983181, -4.4936333, -3.9187021, -3.9794319, -8.530917, -8.477657, -3.8020508, -3.9352005, -4.0500703]"
91,"If you treat your body like shit, you don't respect yourself.

If you have friends who take advantage of you, you don't respect yourself. 

If you waste your own time playing video games, you don't respect yourself.

If you don't want to be RICH. You don't respect yourself.",-151.71631449979992,"[None, -8.736831, -5.370675, -1.8188338, -10.782945, -0.37878555, -0.0013410042, -3.3533459, -4.9883018, -0.6965888, -5.6290417, -1.4660887, -4.464038, -1.5501697, -4.2242765, -0.18180078, -1.9921173, -4.5731254, -0.89433986, -4.28957, -0.63119125, -0.6552986, -1.5173588, -0.026891278, -2.7643654, -0.17485887, -3.8459482, -6.7984133, -1.1708846, -5.184409, -4.497264, -0.024049224, -0.2691513, -0.39512914, -0.64475816, -0.40475515, -0.0071658758, -0.1566167, -0.11722464, -0.08187922, -8.401817, -1.0241114, -0.555737, -0.872161, -0.076241635, -5.662376, -0.41677466, -4.6290717, -0.2270901, -6.1987076, -1.0955738, -0.0266961, -0.5627705, -0.20760185, -0.06292693, -0.0034733142, -0.012773719, -0.027324509, -0.049650267, -0.6537571, -0.10718053, -0.6023296, -0.040146925, -1.7235898, -0.006333981, -4.3543544, -0.08422356, -2.494398, -10.546549, -0.0626834, -5.0636544, -0.8303926, -0.11282226, -0.0023687086, -0.03429666, -0.030225413, -0.094300576]"
92,"If you want to win, first you need to understand the game that you’re playing.

Join: https://t.co/P0AAPfO8k2 https://t.co/DWEPA0QDO8",-180.29095139766002,"[None, -8.736971, -5.370095, -1.8186791, -10.781066, -0.37858453, -0.0013441055, -3.3538952, -4.984072, -0.6959417, -1.9410872, -0.25430992, -5.1673093, -1.3170251, -3.2344978, -1.4543178, -1.8927563, -0.05938349, -3.9191658, -1.146417, -2.4069216, -5.1125865, -0.4851675, -2.326321, -0.0015239537, -0.0324308, -0.21495405, -0.23460121, -1.1802858, -0.0025436627, -9.128928, -7.1834106, -2.9061062, -0.006475313, -0.52156013, -0.0037861827, -5.464354, -0.00067066966, -4.5860395, -3.6949477, -5.0892467, -7.1920347, -4.377617, -4.55862, -3.7049615, -4.4165125, -3.7738035, -3.8873768, -0.0035196093, -0.054118037, -0.0014131638, -0.0023157755, -0.0013920948, -4.5136046, -8.169094, -8.348423, -3.9881895, -4.0087967, -8.5300255, -3.669354]"
93,"In the last month I have been offered more than 400,000,000 dollars for endorsement deals.

And Ive said no to all of it, because I refuse to peddle trash or sell my soul.

If you obey Tate, your life gets BETTER.

You do not get sold trash or scams.

Ever.",-244.56023146843,"[None, -8.736971, -5.370095, -1.8186791, -10.781066, -0.37858453, -0.0013441055, -3.3538952, -5.801233, -1.2916892, -4.835088, -3.6937513, -2.8057945, -0.9260935, -1.8785369, -6.828879, -3.566858, -1.366914, -5.500464, -1.9005245, -0.018115385, -3.5672014, -0.097150244, -3.0171552, -1.5873913, -8.793892, -1.101113, -0.9564864, -1.6824682, -0.006544844, -3.8468113, -2.8652334, -8.505882, -2.2728324, -0.37076923, -0.6766529, -0.89831096, -0.06697014, -3.6279864, -2.7916186, -1.3266261, -0.7278066, -5.2824407, -0.014877681, -7.510496, -0.0010969222, -6.3451767, -5.0449176, -2.694815, -1.3385518, -0.28672475, -0.86580443, -0.6119539, -0.00034416933, -4.0690722, -1.1429268, -11.14837, -14.931689, -1.0084825, -4.155328, -1.8723913, -5.6299496, -8.158828, -0.020018628, -0.57078695, -0.6983712, -0.00018939328, -3.1771736, -4.6007133, -0.97144884, -2.399167, -8.304867, -3.171175, -2.342079, -7.0384235, -0.48573515, -0.16644365, -0.00016292612, -8.515135, -0.34262544]"
94,"He’s right. 

Nobody’s going to listen to you if they don’t want to be you. 

And 99% of personal trainers are super boring dorks with lives far too close to average. 

Snore. https://t.co/5sUXZY21yc",-251.58051808229004,"[None, -8.736105, -5.370868, -1.8167205, -10.783497, -0.37873223, -0.0013447015, -3.3509777, -5.504881, -4.895674, -0.0048462343, -0.060404513, -3.902109, -1.9415035, -5.8460774, -1.3030614, -2.488691, -9.622556, -3.2461421, -0.0025066705, -0.009344488, -3.4019604, -0.06730512, -4.104826, -0.096006, -1.6144059, -1.6867411, -4.831034, -0.8636587, -0.014330446, -0.00055973616, -0.0003553787, -4.795477, -0.06090503, -4.919305, -6.433798, -0.2123175, -0.67267054, -0.05875124, -0.17364247, -5.16464, -9.946604, -0.5790917, -0.081740536, -10.164606, -3.2753587, -1.4223182, -7.4423256, -3.8200483, -7.358927, -0.6096851, -3.1109157, -8.988916, -6.1342664, -3.0460987, -7.086961, -0.019864181, -6.0327244, -0.7508244, -0.49725822, -0.02401186, -0.034759585, -9.870223, -1.5349797, -0.3387667, -9.76918, -0.0057210173, -0.2643888, -0.00028102813, -0.00030749902, -0.00013335768, -4.3084064, -4.3166695, -7.7557435, -4.076174, -4.1553817, -8.259598, -4.3143597, -3.7441666]"
95,"Are you ready to generate the velocity needed to escape the Matrix?

We are waiting for you. 

Join: https://t.co/YPRqVWGqxw https://t.co/sXyCgOfwvt",-214.38273163358997,"[None, -8.736971, -5.370095, -1.8186791, -10.781066, -0.37858453, -0.0013441055, -3.3538952, -8.144583, -0.39432412, -4.3173914, -0.5592697, -9.719726, -2.528123, -11.855191, -4.178778, -0.2778883, -4.1386695, -0.827164, -7.5951934, -0.41462135, -1.1267508, -0.21900514, -4.5835524, -2.245353, -6.1715307, -0.3124094, -0.8708646, -1.5033326, -6.465846, -0.9085548, -0.6242083, -6.175045, -6.4340506, -1.266664, -0.0039254758, -1.241768, -0.006308308, -3.8650877, -0.00054399215, -4.2888565, -8.302668, -4.174962, -8.406261, -4.4328694, -3.5998583, -4.224692, -3.9315639, -2.609625, -0.002207643, -0.0067435103, -0.0009132752, -0.00078418164, -0.001042502, -4.5960345, -4.0331182, -3.966959, -4.092411, -4.110687, -7.8604546, -4.3941536, -7.929508]"
96,"Bugatti Chiron Pursport vs GTR Blackseries through the desert. 

Tell me. 

Why is your life so devoid of genuine experiences? https://t.co/pxkPSDGjrt",-223.49217727770008,"[None, -8.736971, -5.370095, -1.8186791, -10.781066, -0.37858453, -0.0013441055, -3.3538952, -13.308782, -4.058982, -2.5729563, -0.0032864166, -8.68748, -6.595818, -7.376755, -7.9364233, -1.2692206, -6.6324587, -5.2657547, -8.82938, -1.0091246, -4.569422, -1.586935, -6.4165654, -1.450843, -1.3627772, -9.646625, -0.5058884, -5.711284, -2.2798052, -0.16838403, -0.8805518, -4.392909, -2.0005748, -4.5656714, -4.09599, -0.9086291, -6.8752236, -0.011052206, -8.901542, -4.330577, -0.547038, -6.415077, -0.0076138796, -0.4592306, -0.0014739883, -0.0018440945, -0.0007016272, -8.381054, -4.362265, -7.934515, -4.5019484, -4.413271, -3.675913, -8.141925]"
97,Can’t trust 2s.,-66.99894958990001,"[None, -8.736971, -5.370095, -1.8186791, -10.781066, -0.37858453, -0.0013441055, -3.3538952, -8.688669, -3.0281224, -0.0032016824, -0.002938072, -6.3842745, -9.538038, -6.499735, -2.413336]"
98,Smart woman. https://t.co/NmzwLd4JQJ,-101.02578918466,"[None, -8.736971, -5.370095, -1.8186791, -10.781066, -0.37858453, -0.0013441055, -3.3538952, -10.350981, -6.4026556, -3.5744464, -8.631229, -0.12638266, -0.061557543, -0.0009330826, -0.0031476282, -0.00059963536, -4.61532, -3.961833, -3.9396956, -4.2937794, -4.325398, -4.141947, -3.9527385, -4.1833405, -3.984784, -4.0343857]"
99,I know of no better life purpose than to perish in attempting the great and impossible.,-60.20574706740001,"[None, -8.736942, -5.370904, -1.8167248, -10.784707, -0.37923563, -0.001343746, -3.350413, -4.6337442, -3.5751355, -5.58747, -0.97288907, -4.2810435, -3.5962467, -0.36884665, -0.047248468, -0.010247904, -0.21796368, -0.119212694, -0.08437018, -0.011151234, -0.0059820004, -0.013091441, -5.8778477, -0.36298597]"
100,"We are winning. 

The agents of the Matrix are being discredited. 

Trust in the oppression systems decimated in real-time.

They attempted to cancel me and it back fired. 

They messed with the wrong man. 

I warned them in my “final message”

They should have listened. https://t.co/8M9FTrZJJn",-304.79962796553,"[None, -8.736769, -5.3716664, -1.8188319, -10.785421, -0.37891126, -0.0013424365, -3.3473635, -6.0345993, -2.0251818, -10.027145, -2.5190585, -6.0277247, -0.9489352, -2.3132203, -2.8992853, -9.032849, -3.7567863, -0.95203716, -8.647218, -1.2596279, -7.189819, -10.099717, -1.123631, -0.96079755, -0.064845294, -0.23592599, -8.711077, -1.7384201, -0.7041824, -11.67735, -4.3987837, -8.99894, -5.0991597, -4.756404, -4.4415298, -1.7793041, -0.09110365, -0.3034718, -1.8361281, -0.10514867, -4.2883353, -7.6944594, -0.24311581, -7.264404, -2.6026266, -2.3347664, -2.7987566, -0.7492333, -5.080029, -0.5897104, -1.0800049, -0.02402908, -0.020884266, -2.0315382, -8.061736, -0.21320257, -0.18435796, -0.08577853, -2.5996058, -0.31379205, -0.617878, -0.01962399, -0.022968955, -2.303534, -5.755638, -1.6391261, -4.0344467, -4.431762, -5.6618066, -0.9924186, -7.0032816, -2.8529232, -0.27715117, -0.002225267, -5.584506, -0.046939828, -2.5831637, -2.6739578, -0.2330819, -0.6104853, -0.24573804, -5.3847504, -0.00116059, -0.16481641, -0.000385668, -0.0036714312, -0.00012643983, -4.2240305, -4.8360953, -3.5877666, -4.4987693, -8.329047, -4.0798874, -8.642324, -3.9940612]"
101,"Something has shifted in the Universe.

God has blessed many of you with the chance you'd been hoping for.

Will you notice it before it's too late?

The Universe can not give its graces to you all.

Tick Tok",-201.61619810755002,"[None, -8.736979, -5.3703804, -1.8175231, -10.781734, -0.37925678, -0.0013424365, -3.3514209, -9.362521, -4.2765775, -8.005957, -1.0285599, -0.85606945, -6.3028994, -1.1914859, -1.3897445, -0.016462902, -7.410132, -2.0415847, -4.919608, -6.213231, -1.623854, -2.0107455, -0.7127012, -2.1077428, -6.063111, -6.5700216, -6.970181, -0.8627336, -2.9852443, -0.13579854, -0.7798917, -0.7125362, -0.00036337037, -6.584634, -0.59069747, -7.3012195, -1.5132208, -4.7119865, -0.3383838, -1.016993, -0.44463938, -0.0026885837, -0.10338907, -0.41431427, -0.00034703218, -3.0059278, -3.4365363, -4.7339387, -4.775988, -2.6541858, -7.702885, -7.770395, -0.021891803, -0.4311752, -2.6097646, -4.4988775, -2.995491, -0.26626912, -0.0003455998, -6.93872, -3.950803, -7.8120956]"
102,.@SadiqKhan,-53.15353260400001,"[None, -8.736233, -5.3723106, -1.8178247, -10.783172, -0.37858438, -0.0013454186, -3.3494625, -7.9362516, -6.9183097, -4.97489, -2.8659842, -0.017005844, -0.0021586614]"
103,"Create a life you’re proud of.

Crafting every aspect of your reality with INTENTION.

Are you awake? Do you KNOW what you are doing?

Yes or no.",-140.06692351973004,"[None, -8.736971, -5.370095, -1.8186791, -10.781066, -0.37858453, -0.0013441055, -3.3538952, -10.568801, -1.2994771, -4.606861, -1.6424323, -3.8037596, -0.0019094244, -0.7034423, -0.507609, -0.33634192, -0.8646806, -1.0864136, -0.0016613223, -9.799043, -1.7053493, -7.3685546, -2.6197016, -0.060567696, -0.54664785, -5.8919196, -2.8698819, -9.634573, -0.19345315, -1.5942767, -0.42477083, -0.00035287626, -5.7897444, -0.10114183, -7.122297, -0.888703, -3.0641103, -0.023411835, -5.1888337, -1.6406723, -0.5144787, -2.6677794, -1.4117762, -0.5425835, -0.5612733, -0.00026135027, -5.934839, -3.8047261, -0.5230955, -1.7140799]"
104,"See you soon @piersmorgan 

Put the kettle on will you?

No sugar.

Im sweet enough.",-140.97121955190002,"[None, -8.736875, -5.3701086, -1.8181459, -10.781916, -0.3785102, -0.0013439853, -3.347851, -8.997961, -3.547873, -3.6239753, -9.987256, -5.488696, -4.9602547, -0.05623176, -0.0016432336, -5.0945983, -4.5195665, -2.0295513, -9.580252, -2.424255, -4.8223248, -0.019277083, -5.018478, -0.60097563, -2.085557, -2.0959358, -0.5355979, -5.6801167, -8.196138, -2.5784333, -0.62371093, -0.111515865, -8.210701, -8.661635, -0.087808765, -0.896149]"
105,No need to imagine my friend.,-63.28518975970001,"[None, -8.736711, -5.3709297, -1.8175356, -10.782654, -0.3797761, -0.0013491197, -3.3526282, -6.699187, -4.6393824, -0.23522474, -7.505827, -6.810242, -5.6819706, -1.2717723]"
106,"If you understand, we are waiting for you.

https://t.co/ecNjdhz2XV",-115.68654973040002,"[None, -8.736971, -5.370095, -1.8186791, -10.781066, -0.37858453, -0.0013441055, -3.3538952, -4.984072, -0.6959417, -5.1692224, -1.7190833, -6.0085125, -2.212263, -8.138037, -0.24872288, -0.30892992, -1.3687974, -1.5903767, -0.05023568, -7.4976153, -0.008782955, -3.21975, -0.12218352, -0.3129657, -0.0017718399, -8.251508, -4.476534, -3.836907, -4.427561, -8.476156, -4.141123, -4.0201435, -3.9587185]"
107,"Hard work gets you a BMW. 

Hard work inside of the right network gets you private planes. 

Do you understand?",-125.96300846649997,"[None, -8.736971, -5.370095, -1.8186791, -10.781066, -0.37858453, -0.0013441055, -3.3538952, -9.670912, -0.4964623, -5.175379, -1.5943848, -2.5396903, -7.253817, -1.1573328, -5.9048166, -0.55332184, -2.3607562, -4.6922793, -0.15714635, -12.120427, -2.919086, -1.9113133, -4.0817456, -5.698553, -1.2692856, -0.031319387, -9.261478, -3.0718398, -0.64105946, -0.9182154, -0.054833874, -0.13146472, -5.593124, -0.767045, -4.0120783, -1.4832066]"
108,They deleted my Instagram because of all the great poems I wrote. https://t.co/Ax1R2L8c95,-135.27345194939997,"[None, -8.736971, -5.370095, -1.8186791, -10.781066, -0.37858453, -0.0013441055, -3.3538952, -8.05949, -11.979452, -1.9806756, -7.032387, -3.5738604, -2.0246153, -4.820257, -0.4157412, -7.110553, -6.6923127, -0.37780526, -1.6438522, -1.2248979, -5.9784713, -0.15287764, -0.097261526, -0.0009779445, -0.001432684, -0.0008986594, -8.444161, -4.21989, -4.3300204, -3.9793103, -4.342419, -3.9002955, -4.3408065, -8.108095]"
109,"I got successful by listening

Watch the full EM episode here:
https://t.co/nc4IRs8vtp https://t.co/qgQeg9BNgo",-207.56028596823995,"[None, -8.736692, -5.3711567, -1.8172357, -10.785836, -0.37802622, -0.0013438661, -3.3539486, -4.657218, -5.9856763, -9.662915, -2.2052574, -5.546397, -5.976112, -0.048685886, -8.623551, -1.9499353, -2.7551508, -13.190762, -7.7808933, -1.2549177, -0.6759445, -1.0448318, -13.842774, -0.0013060874, -5.967304, -0.24649774, -0.26462153, -0.0011224, -8.403736, -4.130374, -8.250823, -4.4214206, -3.8696773, -4.19455, -8.20454, -2.7330072, -0.0016536799, -0.0167167, -0.0006499133, -0.002046609, -0.00034953654, -4.2055326, -4.352378, -3.8587043, -8.145094, -4.1432137, -8.230939, -8.268767]"
